Tarih,ÜFE Genel_duzey,Madencilik ve Taşocakçılığı_duzey,İmalat_duzey,"Elektrik, Gaz, Buhar_duzey","Su Temini, Atık Yönetimi_duzey",Gıda Ürünleri_duzey,İçecekler_duzey,Tekstil_duzey,Giyim Eşyası_duzey,Deri_duzey,Kağıt_duzey,Kimyasallar_duzey,Ana Metaller_duzey,Makine ve Ekipmanlar_duzey,Mobilya_duzey,ÜFE Genel_aylik,Madencilik ve Taşocakçılığı_aylik,İmalat_aylik,"Elektrik, Gaz, Buhar_aylik","Su Temini, Atık Yönetimi_aylik",Gıda Ürünleri_aylik,İçecekler_aylik,Tekstil_aylik,Giyim Eşyası_aylik,Deri_aylik,Kağıt_aylik,Kimyasallar_aylik,Ana Metaller_aylik,Makine ve Ekipmanlar_aylik,Mobilya_aylik,ÜFE Genel_yillik,Madencilik ve Taşocakçılığı_yillik,İmalat_yillik,"Elektrik, Gaz, Buhar_yillik","Su Temini, Atık Yönetimi_yillik",Gıda Ürünleri_yillik,İçecekler_yillik,Tekstil_yillik,Giyim Eşyası_yillik,Deri_yillik,Kağıt_yillik,Kimyasallar_yillik,Ana Metaller_yillik,Makine ve Ekipmanlar_yillik,Mobilya_yillik
2015-10-01,253.74,340.44,250.46,246.75,248.79,287.98,253.8,245.02,180.06,222.79,223.75,236.53,302.68,230.35,275.11,-0.20058997050147465,1.225023786869639,-0.36994311627350784,0.8295194508009196,0.6961589832840787,-0.5456554772758637,1.6623272581614223,0.9600725204994109,0.6427812866804494,1.4110792480313217,2.9777245949926368,-1.1905756537722412,-3.2878550659807715,-0.6083879875733555,3.4909528646127397,5.738217277159641,-1.5984044859380986,6.560585432266852,-0.708220997142972,19.685380285755507,7.255121042830548,7.319548395280995,12.7825086306099,4.418928322894922,11.763820608006426,10.99811489235043,6.157712849513031,-1.7878581394594195,11.776979813664589,11.751563896336027
2015-11-01,250.13,339.18,247.3,237.65,251.56,284.61,256.18,242.08,180.76,222.33,225.54,231.45,292.09,226.75,276.91,-1.4227161661543364,-0.3701092703560116,-1.2616785115387663,-3.6879432624113417,1.1133888018007188,-1.1702201541773705,0.9377462568952,-1.1999020488123402,0.388759302454722,-0.20647246285738774,0.8000000000000007,-2.147719105398893,-3.498744548698307,-1.5628391578033418,0.6542837410490332,5.251420155691133,-0.3174043378592839,6.110014588517987,-2.2338324831331247,18.907165815844195,6.063203398673345,6.603969872248339,12.454127374924507,5.510156432407198,12.709114873770666,10.678182353518494,5.786370492252835,-2.3045019733761607,10.891040688575915,13.329786363264319
2015-12-01,249.31,332.68,246.64,236.42,254.21,286.15,258.66,241.15,181.61,218.98,226.92,231.19,286.85,228.27,277.38,-0.32782952864510717,-1.9163865793973667,-0.26688232915488275,-0.5175678518830273,1.053426617904285,0.5410913179438426,0.9680693262549944,-0.3841705221414471,0.4702367780482497,-1.5067692169298041,0.6118648576749042,-0.11233527759775264,-1.7939676127220916,0.670341786108053,0.16973023726118974,5.711499321573954,-0.6925373134328283,6.379124433901229,0.1864564793626622,19.94998348511301,6.320130786951017,7.52411040904557,12.850390752959907,4.511710882200615,8.405940594059391,10.806191708579526,6.953182827535165,-3.2676873271733964,11.085697600856491,13.731600311615889
2016-01-01,250.67,328.68,248.01,238.69,259.81,289.03,260.49,243.94,179.94,219.19,227.26,232.4,285.53,233.53,284.57,0.5455055954434185,-1.2023566189731882,0.555465455724935,0.9601556551899204,2.2029031116006514,1.0064651406604952,0.7074924611458977,1.1569562512958598,-0.9195528880568293,0.09589916887386973,0.1498325401022349,0.523379038885774,-0.460170820986594,2.304288780829711,2.5921119042468854,5.942267866954043,-0.6258503401360471,6.771999311176158,0.1972966165729062,10.140319640510409,5.3854007146503236,7.485042294202615,13.762066874970857,2.3665946068949895,8.135175135668483,10.315033250813066,7.235142118863047,-3.8587157816761586,14.206768388106417,13.451341546067042
2016-02-01,250.16,328.99,248.37,228.73,262.36,290.32,259.71,243.55,180.9,219.94,228.39,228.59,282.84,233.43,285.56,-0.20345474129332963,0.09431666058172805,0.14515543728075286,-4.172776404541456,0.9814864708825644,0.44632045116423935,-0.2994356789128294,-0.15987537919159855,0.533511170390133,0.3421688945663526,0.49722784475929593,-1.6394148020654087,-0.9421076594403388,-0.04282105082858978,0.34789331271742885,4.468387204543545,2.460369366844195,5.397835773392745,-4.29707112970712,9.39871570344426,4.161882893226165,5.022443285211686,12.183325656379562,3.018223234624151,7.83486958227102,10.109921897599072,6.049640454650884,-5.265273311897111,12.080472463628933,14.137255685678895
2016-03-01,251.17,328.14,249.93,224.62,262.53,291.17,258.59,243.95,181.17,222.77,226.21,228.87,288.98,233.35,285.99,0.403741605372554,-0.2583665156995707,0.6280951805773594,-1.796878415599168,0.06479646287542717,0.2927803802700524,-0.4312502406530361,0.1642373229316263,0.14925373134326847,1.2867145585159667,-0.9545076404395947,0.12249004768363214,2.1708386366850574,-0.03427151608619283,0.15058131390950358,3.8021242302764824,-2.374152088539816,5.030257186081699,-6.494047123470148,8.8974614235938,4.276044837589077,5.08371261378413,10.42458808618505,5.749474667289278,7.9259725788479285,9.058914280204423,3.4020059636757916,-4.66796423976511,11.42147734326504,14.414306289006241
2016-04-01,252.47,332.65,251.38,223.43,262.86,292.89,258.92,243.16,184.85,221.09,225.04,230.75,296.6,233.55,291.01,0.5175777361946077,1.374413360151161,0.5801624454847332,-0.5297836345828477,0.12569992000914798,0.5907201978225585,0.1276151436637285,-0.32383685181389676,2.0312413755036784,-0.7541410423306583,-0.5172185137704011,0.8214270109669242,2.636860682400166,0.08570816370259138,1.7553061295849437,2.8726265178062205,-1.9136639735802374,4.108340926033294,-8.136666392566394,8.195101872813337,3.1847806940285217,5.578209101288545,8.548725503325748,6.757146982385209,5.713875872621221,7.443303891143471,3.4939002511661155,-3.500780843310769,10.123538287438706,13.145412130637645
2016-05-01,256.21,340.72,256.07,216.17,264.15,297.22,259.13,243.93,183.4,224.68,223.48,232.71,314.19,236.49,292.57,1.481364122469997,2.4259732451525684,1.8657013286657698,-3.2493398379805805,0.49075553526589655,1.4783707193827267,0.08110613316854032,0.31666392498765905,-0.7844197998376989,1.6237731240671183,-0.6932100959829324,0.8494041170097555,5.930546190155073,1.2588310854206863,0.5360640527816818,3.2480354624219165,-0.39174413845523004,4.450155000815803,-8.630964960480158,7.583594672748739,2.751849547120244,5.15786056326597,6.74339226325924,4.507379337854012,5.50338091660405,7.395838339180161,2.326092691935644,1.1297798377752022,9.552045212396344,13.690059843009262
2016-06-01,257.27,349.44,256.81,217.97,266.53,298.32,259.98,246.15,182.36,223.75,223.49,234.54,311.05,236.84,290.65,0.4137231177549605,2.559286217421919,0.28898348107939675,0.8326779849192834,0.9010032178686345,0.37009622501849027,0.32802068459847344,0.9100971590210394,-0.5670665212649917,-0.4139220224319007,0.004474673348853209,0.7863864896222594,-0.9993952703777897,0.14799780117551453,-0.6562532043613567,3.4126537503014642,0.3589993968810212,4.326454338641539,-6.140464194979112,8.165253033561948,2.954168967421311,5.605654399220095,6.163201932200457,5.752725585710983,4.600065448085644,6.861432533231349,1.5852390852390874,0.3905241414923877,8.487930007787092,12.332843781402158
2016-07-01,257.81,353.55,257.21,219.04,265.76,298.01,264.83,248.17,182.1,223.67,222.99,234.3,309.98,239.27,293.46,0.20989621798110925,1.1761675824175866,0.15575717456484117,0.4908932421892942,-0.28889806025587106,-0.1039152587825165,1.8655281175474991,0.8206378224659749,-0.1425751261241559,-0.03575418994413715,-0.22372365653944293,-0.10232796111536713,-0.34399614209933427,1.0260091200810617,0.966798554963022,3.9598370902052427,2.955736750145621,4.83818374500693,-5.92277627453508,8.028128937848056,2.3210300429184594,7.676356983126653,6.506158533968498,5.7491289198606355,4.74874724863017,7.263456635720833,2.912109632362636,2.66958134605193,9.220797005523362,10.485297993298426
